Year,Country / territory of asylum/residence,Origin,Population type,Value
2004,Sweden,Colombia,Refugees (incl. refugee-like situations),619
2004,Sweden,Colombia,Asylum-seekers,81
2004,Switzerland,Colombia,Refugees (incl. refugee-like situations),221
2004,Switzerland,Colombia,Asylum-seekers,18
2004,United Kingdom,Colombia,Refugees (incl. refugee-like situations),1356
2004,United States of America,Colombia,Refugees (incl. refugee-like situations),14920
2004,United States of America,Colombia,Asylum-seekers,11979
2004,Uruguay,Colombia,Refugees (incl. refugee-like situations),24
2004,Uruguay,Colombia,Asylum-seekers,2
2004,Uruguay,Colombia,Returned refugees,1
2004,Venezuela (Bolivarian Republic of),Colombia,Refugees (incl. refugee-like situations),199
2004,Venezuela (Bolivarian Republic of),Colombia,Asylum-seekers,3877
2004,Venezuela (Bolivarian Republic of),Colombia,Returned refugees,9
2004,Venezuela (Bolivarian Republic of),Colombia,Others of concern,26350
2005,Argentina,Colombia,Refugees (incl. refugee-like situations),48
2005,Argentina,Colombia,Asylum-seekers,123
2005,Australia,Colombia,Refugees (incl. refugee-like situations),134
2005,Australia,Colombia,Asylum-seekers,14
2005,Austria,Colombia,Refugees (incl. refugee-like situations),32
2005,Belgium,Colombia,Refugees (incl. refugee-like situations),62
2005,Belgium,Colombia,Asylum-seekers,35
2005,Bolivia (Plurinational State of),Colombia,Refugees (incl. refugee-like situations),20
2005,Brazil,Colombia,Refugees (incl. refugee-like situations),360
2005,Brazil,Colombia,Asylum-seekers,42
2005,Brazil,Colombia,Returned refugees,1
2005,Brazil,Colombia,Others of concern,4000
2005,Bulgaria,Colombia,Asylum-seekers,1
2005,Canada,Colombia,Refugees (incl. refugee-like situations),13511
2005,Canada,Colombia,Asylum-seekers,1461
2005,Chile,Colombia,Refugees (incl. refugee-like situations),416
2005,Chile,Colombia,Asylum-seekers,82
2005,Colombia,Colombia,Internally displaced persons,2000000
2005,Costa Rica,Colombia,Refugees (incl. refugee-like situations),9470
2005,Cuba,Colombia,Refugees (incl. refugee-like situations),10
2005,Cyprus,Colombia,Asylum-seekers,1
2005,Denmark,Colombia,Refugees (incl. refugee-like situations),11
2005,Ecuador,Colombia,Refugees (incl. refugee-like situations),9851
2005,Ecuador,Colombia,Asylum-seekers,2155
2005,Ecuador,Colombia,Returned refugees,1
2005,Ecuador,Colombia,Others of concern,250000
2005,El Salvador,Colombia,Refugees (incl. refugee-like situations),3
2005,Finland,Colombia,Refugees (incl. refugee-like situations),12
2005,France,Colombia,Refugees (incl. refugee-like situations),295
2005,Germany,Colombia,Refugees (incl. refugee-like situations),227
2005,Germany,Colombia,Asylum-seekers,118
2005,Guatemala,Colombia,Refugees (incl. refugee-like situations),2
2005,Honduras,Colombia,Refugees (incl. refugee-like situations),2
2005,Honduras,Colombia,Asylum-seekers,4
2005,Hungary,Colombia,Asylum-seekers,1
2005,Iceland,Colombia,Refugees (incl. refugee-like situations),24
2005,Ireland,Colombia,Refugees (incl. refugee-like situations),1
2005,Israel,Colombia,Refugees (incl. refugee-like situations),1
2005,Israel,Colombia,Asylum-seekers,38
2005,Italy,Colombia,Refugees (incl. refugee-like situations),148
2005,Mexico,Colombia,Refugees (incl. refugee-like situations),63
2005,Mexico,Colombia,Asylum-seekers,11
2005,Netherlands,Colombia,Refugees (incl. refugee-like situations),341
2005,Netherlands,Colombia,Asylum-seekers,233
2005,New Zealand,Colombia,Refugees (incl. refugee-like situations),31
2005,New Zealand,Colombia,Asylum-seekers,2
2005,Nicaragua,Colombia,Refugees (incl. refugee-like situations),12
2005,Norway,Colombia,Refugees (incl. refugee-like situations),220
2005,Panama,Colombia,Refugees (incl. refugee-like situations),1137
2005,Panama,Colombia,Asylum-seekers,405
2005,Panama,Colombia,Returned refugees,2
2005,Panama,Colombia,Others of concern,5900
2005,Paraguay,Colombia,Refugees (incl. refugee-like situations),4
2005,Peru,Colombia,Refugees (incl. refugee-like situations),118
2005,Peru,Colombia,Asylum-seekers,288
2005,Portugal,Colombia,Refugees (incl. refugee-like situations),18
2005,Romania,Colombia,Asylum-seekers,2
2005,Spain,Colombia,Refugees (incl. refugee-like situations),944
2005,Sweden,Colombia,Refugees (incl. refugee-like situations),918
2005,Sweden,Colombia,Asylum-seekers,47
2005,Switzerland,Colombia,Refugees (incl. refugee-like situations),242
2005,Switzerland,Colombia,Asylum-seekers,14
2005,United Kingdom,Colombia,Refugees (incl. refugee-like situations),1397
2005,United States of America,Colombia,Refugees (incl. refugee-like situations),19967
2005,United States of America,Colombia,Asylum-seekers,8813
2005,Uruguay,Colombia,Refugees (incl. refugee-like situations),40
2005,Uruguay,Colombia,Asylum-seekers,2
2005,Venezuela (Bolivarian Republic of),Colombia,Refugees (incl. refugee-like situations),358
2005,Venezuela (Bolivarian Republic of),Colombia,Asylum-seekers,5862
2005,Venezuela (Bolivarian Republic of),Colombia,Returned refugees,1
2005,Venezuela (Bolivarian Republic of),Colombia,Others of concern,200000
2006,Argentina,Colombia,Refugees (incl. refugee-like situations),100
2006,Argentina,Colombia,Asylum-seekers,145
2006,Argentina,Colombia,Returned refugees,11
2006,Australia,Colombia,Refugees (incl. refugee-like situations),94
2006,Australia,Colombia,Asylum-seekers,10
2006,Austria,Colombia,Refugees (incl. refugee-like situations),41
2006,Austria,Colombia,Asylum-seekers,6
2006,Belgium,Colombia,Refugees (incl. refugee-like situations),54
2006,Belgium,Colombia,Asylum-seekers,21
2006,Belize,Colombia,Asylum-seekers,1
2006,Bolivia (Plurinational State of),Colombia,Refugees (incl. refugee-like situations),45
2006,Bolivia (Plurinational State of),Colombia,Asylum-seekers,16
2006,Brazil,Colombia,Refugees (incl. refugee-like situations),415
2006,Brazil,Colombia,Asylum-seekers,69
2006,Brazil,Colombia,Returned refugees,14
2006,Brazil,Colombia,Others of concern,17000
2006,Bulgaria,Colombia,Asylum-seekers,1
2006,Canada,Colombia,Refugees (incl. refugee-like situations),17378
2006,Canada,Colombia,Asylum-seekers,1412
2006,Chile,Colombia,Refugees (incl. refugee-like situations),725
2006,Chile,Colombia,Asylum-seekers,298
2006,Chile,Colombia,Returned refugees,6
2006,Colombia,Colombia,Internally displaced persons,3000000
2006,Costa Rica,Colombia,Refugees (incl. refugee-like situations),9699
2006,Costa Rica,Colombia,Asylum-seekers,307
2006,Cuba,Colombia,Refugees (incl. refugee-like situations),10
2006,Cyprus,Colombia,Asylum-seekers,1
2006,Denmark,Colombia,Refugees (incl. refugee-like situations),15
2006,Ecuador,Colombia,Refugees (incl. refugee-like situations),11526
2006,Ecuador,Colombia,Asylum-seekers,4620
2006,Ecuador,Colombia,Others of concern,250000
2006,El Salvador,Colombia,Refugees (incl. refugee-like situations),3
2006,Finland,Colombia,Refugees (incl. refugee-like situations),13
2006,France,Colombia,Refugees (incl. refugee-like situations),337
2006,Germany,Colombia,Refugees (incl. refugee-like situations),431
2006,Germany,Colombia,Asylum-seekers,464
2006,Guatemala,Colombia,Refugees (incl. refugee-like situations),2
2006,Honduras,Colombia,Refugees (incl. refugee-like situations),2
2006,Hungary,Colombia,Refugees (incl. refugee-like situations),1
2006,Iceland,Colombia,Refugees (incl. refugee-like situations),24
2006,Ireland,Colombia,Refugees (incl. refugee-like situations),1
2006,Israel,Colombia,Asylum-seekers,40
2006,Italy,Colombia,Refugees (incl. refugee-like situations),322
2006,Japan,Colombia,Asylum-seekers,2
2006,Mexico,Colombia,Refugees (incl. refugee-like situations),99
2006,Mexico,Colombia,Asylum-seekers,23
2006,Netherlands,Colombia,Refugees (incl. refugee-like situations),317
2006,Netherlands,Colombia,Asylum-seekers,104
2006,New Zealand,Colombia,Refugees (incl. refugee-like situations),26
2006,New Zealand,Colombia,Asylum-seekers,1
2006,Nicaragua,Colombia,Refugees (incl. refugee-like situations),12
2006,Norway,Colombia,Refugees (incl. refugee-like situations),220
2006,Norway,Colombia,Asylum-seekers,1
2006,Panama,Colombia,Refugees (incl. refugee-like situations),1248
2006,Panama,Colombia,Asylum-seekers,211
2006,Panama,Colombia,Returned refugees,6
2006,Paraguay,Colombia,Refugees (incl. refugee-like situations),4
2006,Peru,Colombia,Refugees (incl. refugee-like situations),152
2006,Peru,Colombia,Asylum-seekers,359
2006,Spain,Colombia,Refugees (incl. refugee-like situations),976
2006,Sweden,Colombia,Refugees (incl. refugee-like situations),1379
2006,Sweden,Colombia,Asylum-seekers,15
2006,Switzerland,Colombia,Refugees (incl. refugee-like situations),255
2006,Switzerland,Colombia,Asylum-seekers,23
2006,United Kingdom,Colombia,Refugees (incl. refugee-like situations),1399
2006,United States of America,Colombia,Refugees (incl. refugee-like situations),24770
2006,United States of America,Colombia,Asylum-seekers,6096
2006,Uruguay,Colombia,Refugees (incl. refugee-like situations),41
2006,Uruguay,Colombia,Asylum-seekers,17
2006,Uruguay,Colombia,Returned refugees,1
2006,Venezuela (Bolivarian Republic of),Colombia,Refugees (incl. refugee-like situations),660
2006,Venezuela (Bolivarian Republic of),Colombia,Asylum-seekers,7660
2006,Venezuela (Bolivarian Republic of),Colombia,Others of concern,200000
2007,Argentina,Colombia,Refugees (incl. refugee-like situations),152
2007,Argentina,Colombia,Asylum-seekers,219
2007,Australia,Colombia,Refugees (incl. refugee-like situations),265
2007,Australia,Colombia,Asylum-seekers,6
2007,Austria,Colombia,Refugees (incl. refugee-like situations),38
2007,Austria,Colombia,Asylum-seekers,5
2007,Belgium,Colombia,Refugees (incl. refugee-like situations),37
2007,Bolivia (Plurinational State of),Colombia,Refugees (incl. refugee-like situations),67
2007,Bolivia (Plurinational State of),Colombia,Asylum-seekers,38
2007,Brazil,Colombia,Refugees (incl. refugee-like situations),17498
2007,Brazil,Colombia,Asylum-seekers,81
2007,Bulgaria,Colombia,Asylum-seekers,1
2007,Canada,Colombia,Refugees (incl. refugee-like situations),11843
2007,Canada,Colombia,Asylum-seekers,3079
2007,Chile,Colombia,Refugees (incl. refugee-like situations),948
2007,Chile,Colombia,Asylum-seekers,472
2007,Colombia,Colombia,Internally displaced persons,3000000
2007,Costa Rica,Colombia,Refugees (incl. refugee-like situations),9739
2007,Costa Rica,Colombia,Asylum-seekers,476
2007,Denmark,Colombia,Refugees (incl. refugee-like situations),8
2007,Ecuador,Colombia,Refugees (incl. refugee-like situations),264255
2007,Ecuador,Colombia,Asylum-seekers,24413
2007,Ecuador,Colombia,Returned refugees,3
2007,El Salvador,Colombia,Refugees (incl. refugee-like situations),3
2007,Finland,Colombia,Refugees (incl. refugee-like situations),13
2007,France,Colombia,Refugees (incl. refugee-like situations),368
2007,Germany,Colombia,Refugees (incl. refugee-like situations),374
2007,Germany,Colombia,Asylum-seekers,74
2007,Guatemala,Colombia,Refugees (incl. refugee-like situations),1
2007,Honduras,Colombia,Refugees (incl. refugee-like situations),2
2007,Honduras,Colombia,Asylum-seekers,9
2007,Hungary,Colombia,Refugees (incl. refugee-like situations),1
2007,Ireland,Colombia,Refugees (incl. refugee-like situations),1
2007,Israel,Colombia,Asylum-seekers,103
2007,Italy,Colombia,Refugees (incl. refugee-like situations),388
2007,Mexico,Colombia,Refugees (incl. refugee-like situations),147
2007,Mexico,Colombia,Asylum-seekers,3
2007,Netherlands,Colombia,Refugees (incl. refugee-like situations),186
2007,New Zealand,Colombia,Refugees (incl. refugee-like situations),33
2007,Nicaragua,Colombia,Refugees (incl. refugee-like situations),17
2007,Norway,Colombia,Refugees (incl. refugee-like situations),167
2007,Norway,Colombia,Asylum-seekers,1
2007,Panama,Colombia,Refugees (incl. refugee-like situations),15904
2007,Panama,Colombia,Asylum-seekers,473
2007,Panama,Colombia,Returned refugees,7
2007,Paraguay,Colombia,Refugees (incl. refugee-like situations),8
2007,Peru,Colombia,Refugees (incl. refugee-like situations),195
2007,Peru,Colombia,Asylum-seekers,384
2007,Peru,Colombia,Returned refugees,2
2007,Poland,Colombia,Asylum-seekers,2
2007,Portugal,Colombia,Refugees (incl. refugee-like situations),19
2007,Spain,Colombia,Refugees (incl. refugee-like situations),990
2007,Sweden,Colombia,Refugees (incl. refugee-like situations),285
2007,Sweden,Colombia,Asylum-seekers,15
2007,Switzerland,Colombia,Refugees (incl. refugee-like situations),266
2007,Switzerland,Colombia,Asylum-seekers,23
2007,Trinidad and Tobago,Colombia,Refugees (incl. refugee-like situations),5
2007,United Kingdom,Colombia,Refugees (incl. refugee-like situations),1368
2007,United States of America,Colombia,Refugees (incl. refugee-like situations),25261
2007,United States of America,Colombia,Asylum-seekers,3715
2007,Uruguay,Colombia,Refugees (incl. refugee-like situations),49
2007,Uruguay,Colombia,Asylum-seekers,19
2007,Uruguay,Colombia,Returned refugees,2
2007,Venezuela (Bolivarian Republic of),Colombia,Refugees (incl. refugee-like situations),200843
2007,Venezuela (Bolivarian Republic of),Colombia,Asylum-seekers,9490
2008,Argentina,Colombia,Refugees (incl. refugee-like situations),179
2008,Argentina,Colombia,Asylum-seekers,68
2008,Argentina,Colombia,Returned refugees,4
2008,Australia,Colombia,Refugees (incl. refugee-like situations),219
2008,Australia,Colombia,Asylum-seekers,10
2008,Austria,Colombia,Refugees (incl. refugee-like situations),37
2008,Austria,Colombia,Asylum-seekers,4
2008,Belgium,Colombia,Refugees (incl. refugee-like situations),29
2008,Bolivia (Plurinational State of),Colombia,Refugees (incl. refugee-like situations),97
2008,Bolivia (Plurinational State of),Colombia,Asylum-seekers,19
2008,Brazil,Colombia,Refugees (incl. refugee-like situations),529
2008,Brazil,Colombia,Asylum-seekers,93
2008,Brazil,Colombia,Returned refugees,13
2008,Bulgaria,Colombia,Asylum-seekers,1
2008,Canada,Colombia,Refugees (incl. refugee-like situations),13080
2008,Canada,Colombia,Asylum-seekers,4671
2008,Chile,Colombia,Refugees (incl. refugee-like situations),1061
2008,Chile,Colombia,Asylum-seekers,821
2008,Colombia,Colombia,Internally displaced persons,3000000
2008,Costa Rica,Colombia,Refugees (incl. refugee-like situations),9939
2008,Costa Rica,Colombia,Asylum-seekers,401
2008,Costa Rica,Colombia,Returned refugees,2
2008,Cuba,Colombia,Asylum-seekers,1
2008,Denmark,Colombia,Refugees (incl. refugee-like situations),8
2008,Ecuador,Colombia,Refugees (incl. refugee-like situations),100637
2008,Ecuador,Colombia,Asylum-seekers,31089
2008,El Salvador,Colombia,Refugees (incl. refugee-like situations),3
2008,Finland,Colombia,Refugees (incl. refugee-like situations),13
2008,France,Colombia,Refugees (incl. refugee-like situations),397
2008,Germany,Colombia,Refugees (incl. refugee-like situations),334
2008,Germany,Colombia,Asylum-seekers,38
2008,Guatemala,Colombia,Asylum-seekers,1
2008,Honduras,Colombia,Refugees (incl. refugee-like situations),4
2008,Honduras,Colombia,Returned refugees,1
2008,Hungary,Colombia,Refugees (incl. refugee-like situations),1
2008,Hungary,Colombia,Asylum-seekers,1
2008,Ireland,Colombia,Refugees (incl. refugee-like situations),1
2008,Israel,Colombia,Asylum-seekers,192
2008,Italy,Colombia,Refugees (incl. refugee-like situations),399
2008,Japan,Colombia,Asylum-seekers,4
2008,Mexico,Colombia,Refugees (incl. refugee-like situations),178
2008,Netherlands,Colombia,Refugees (incl. refugee-like situations),295
2008,New Zealand,Colombia,Refugees (incl. refugee-like situations),33
2008,New Zealand,Colombia,Asylum-seekers,2
2008,Nicaragua,Colombia,Refugees (incl. refugee-like situations),13
2008,Norway,Colombia,Refugees (incl. refugee-like situations),174
2008,Norway,Colombia,Asylum-seekers,3
2008,Panama,Colombia,Refugees (incl. refugee-like situations),15303
2008,Panama,Colombia,Asylum-seekers,531
2008,Panama,Colombia,Returned refugees,11
2008,Paraguay,Colombia,Refugees (incl. refugee-like situations),14
2008,Paraguay,Colombia,Asylum-seekers,2
2008,Peru,Colombia,Refugees (incl. refugee-like situations),232
2008,Peru,Colombia,Asylum-seekers,463
2008,Portugal,Colombia,Refugees (incl. refugee-like situations),37
2008,Spain,Colombia,Refugees (incl. refugee-like situations),985
2008,Sweden,Colombia,Refugees (incl. refugee-like situations),244
2008,Sweden,Colombia,Asylum-seekers,9
2008,Switzerland,Colombia,Refugees (incl. refugee-like situations),298
2008,Switzerland,Colombia,Asylum-seekers,26
2008,Syrian Arab Rep.,Colombia,Asylum-seekers,4
2008,Trinidad and Tobago,Colombia,Refugees (incl. refugee-like situations),5
2008,United Kingdom,Colombia,Refugees (incl. refugee-like situations),1164
2008,United States of America,Colombia,Refugees (incl. refugee-like situations),26447
2008,United States of America,Colombia,Asylum-seekers,2365
2008,Uruguay,Colombia,Refugees (incl. refugee-like situations),49
2008,Uruguay,Colombia,Asylum-seekers,17
2008,Venezuela (Bolivarian Republic of),Colombia,Refugees (incl. refugee-like situations),201094
2008,Venezuela (Bolivarian Republic of),Colombia,Asylum-seekers,11799
2009,Argentina,Colombia,Refugees (incl. refugee-like situations),381
2009,Argentina,Colombia,Asylum-seekers,98
2009,Argentina,Colombia,Returned refugees,6
2009,Australia,Colombia,Refugees (incl. refugee-like situations),191
2009,Australia,Colombia,Asylum-seekers,20
2009,Austria,Colombia,Refugees (incl. refugee-like situations),32
2009,Austria,Colombia,Asylum-seekers,4
2009,Belgium,Colombia,Refugees (incl. refugee-like situations),32
2009,Bolivia (Plurinational State of),Colombia,Refugees (incl. refugee-like situations),110
2009,Bolivia (Plurinational State of),Colombia,Asylum-seekers,33
2009,Brazil,Colombia,Refugees (incl. refugee-like situations),597
2009,Brazil,Colombia,Asylum-seekers,38
2009,Brazil,Colombia,Returned refugees,1
2009,Bulgaria,Colombia,Asylum-seekers,1
2009,Canada,Colombia,Refugees (incl. refugee-like situations),14300
2009,Canada,Colombia,Asylum-seekers,3725
2009,"China, Hong Kong SAR",Colombia,Asylum-seekers,3
2009,Colombia,Colombia,Internally displaced persons,3303979
2009,Costa Rica,Colombia,Refugees (incl. refugee-like situations),10199
2009,Costa Rica,Colombia,Asylum-seekers,377
2009,Cuba,Colombia,Refugees (incl. refugee-like situations),3
2009,Cuba,Colombia,Asylum-seekers,1
2009,Denmark,Colombia,Refugees (incl. refugee-like situations),8
2009,Ecuador,Colombia,Refugees (incl. refugee-like situations),115745
2009,Ecuador,Colombia,Asylum-seekers,42469
2009,El Salvador,Colombia,Refugees (incl. refugee-like situations),3
2009,El Salvador,Colombia,Asylum-seekers,1
2009,Finland,Colombia,Refugees (incl. refugee-like situations),13
2009,France,Colombia,Refugees (incl. refugee-like situations),424
2009,Germany,Colombia,Refugees (incl. refugee-like situations),229
2009,Germany,Colombia,Asylum-seekers,29
2009,Guatemala,Colombia,Refugees (incl. refugee-like situations),1
2009,Guatemala,Colombia,Asylum-seekers,2
2009,Honduras,Colombia,Refugees (incl. refugee-like situations),6
2009,Honduras,Colombia,Returned refugees,1
2009,Hungary,Colombia,Refugees (incl. refugee-like situations),1
2009,Hungary,Colombia,Asylum-seekers,1
2009,Ireland,Colombia,Refugees (incl. refugee-like situations),1
2009,Israel,Colombia,Asylum-seekers,190
2009,Italy,Colombia,Refugees (incl. refugee-like situations),411
2009,Mexico,Colombia,Refugees (incl. refugee-like situations),210
2009,Mexico,Colombia,Asylum-seekers,18
2009,Netherlands,Colombia,Refugees (incl. refugee-like situations),306
2009,Netherlands,Colombia,Asylum-seekers,59
2009,New Zealand,Colombia,Refugees (incl. refugee-like situations),34
2009,New Zealand,Colombia,Asylum-seekers,3
2009,Nicaragua,Colombia,Refugees (incl. refugee-like situations),7
2009,Norway,Colombia,Refugees (incl. refugee-like situations),138
2009,Norway,Colombia,Asylum-seekers,18
2009,Panama,Colombia,Refugees (incl. refugee-like situations),15299
2009,Panama,Colombia,Asylum-seekers,537
2009,Panama,Colombia,Returned refugees,29
2009,Paraguay,Colombia,Refugees (incl. refugee-like situations),18
2009,Paraguay,Colombia,Asylum-seekers,2
2009,Peru,Colombia,Refugees (incl. refugee-like situations),275
2009,Peru,Colombia,Asylum-seekers,285
2009,Poland,Colombia,Asylum-seekers,1
2009,Portugal,Colombia,Refugees (incl. refugee-like situations),51
2009,Spain,Colombia,Refugees (incl. refugee-like situations),934
2009,Sweden,Colombia,Refugees (incl. refugee-like situations),237
2009,Sweden,Colombia,Asylum-seekers,11
2009,Switzerland,Colombia,Refugees (incl. refugee-like situations),290
2009,Switzerland,Colombia,Asylum-seekers,27
2009,Syrian Arab Rep.,Colombia,Asylum-seekers,4
2009,Trinidad and Tobago,Colombia,Refugees (incl. refugee-like situations),5
2009,Trinidad and Tobago,Colombia,Asylum-seekers,1
2009,United Kingdom,Colombia,Refugees (incl. refugee-like situations),947
2009,United States of America,Colombia,Refugees (incl. refugee-like situations),27003
2009,United States of America,Colombia,Asylum-seekers,2128
2009,Uruguay,Colombia,Refugees (incl. refugee-like situations),68
2009,Uruguay,Colombia,Asylum-seekers,26
2009,Uruguay,Colombia,Returned refugees,6
2009,Venezuela (Bolivarian Republic of),Colombia,Refugees (incl. refugee-like situations),201244
2009,Venezuela (Bolivarian Republic of),Colombia,Asylum-seekers,14223
2009,Venezuela (Bolivarian Republic of),Colombia,Returned refugees,17
2010,Argentina,Colombia,Refugees (incl. refugee-like situations),403
2010,Argentina,Colombia,Asylum-seekers,203
2010,Aruba,Colombia,Asylum-seekers,1
2010,Australia,Colombia,Refugees (incl. refugee-like situations),148
2010,Australia,Colombia,Asylum-seekers,22
2010,Austria,Colombia,Refugees (incl. refugee-like situations),22
2010,Austria,Colombia,Asylum-seekers,5
2010,Belgium,Colombia,Refugees (incl. refugee-like situations),33
2010,Bolivia (Plurinational State of),Colombia,Refugees (incl. refugee-like situations),127
2010,Bolivia (Plurinational State of),Colombia,Asylum-seekers,33
2010,Bolivia (Plurinational State of),Colombia,Returned refugees,2
2010,Brazil,Colombia,Refugees (incl. refugee-like situations),602
2010,Brazil,Colombia,Asylum-seekers,16
2010,Brazil,Colombia,Returned refugees,7
2010,Bulgaria,Colombia,Asylum-seekers,1
2010,Canada,Colombia,Refugees (incl. refugee-like situations),16054
2010,Canada,Colombia,Asylum-seekers,2692
2010,Chile,Colombia,Refugees (incl. refugee-like situations),884
2010,Chile,Colombia,Asylum-seekers,246
2010,"China, Hong Kong SAR",Colombia,Asylum-seekers,2
2010,Colombia,Colombia,Internally displaced persons,3672054
2010,Costa Rica,Colombia,Refugees (incl. refugee-like situations),10214
2010,Costa Rica,Colombia,Asylum-seekers,296
2010,Costa Rica,Colombia,Returned refugees,20
2010,Cuba,Colombia,Refugees (incl. refugee-like situations),3
2010,Cuba,Colombia,Asylum-seekers,1
2010,Cura?,Colombia,Asylum-seekers,2
2010,Denmark,Colombia,Refugees (incl. refugee-like situations),7
2010,Denmark,Colombia,Asylum-seekers,1
2010,Ecuador,Colombia,Refugees (incl. refugee-like situations),120403
2010,Ecuador,Colombia,Asylum-seekers,39744
2010,El Salvador,Colombia,Refugees (incl. refugee-like situations),3
2010,Finland,Colombia,Refugees (incl. refugee-like situations),13
2010,France,Colombia,Refugees (incl. refugee-like situations),436
2010,Germany,Colombia,Refugees (incl. refugee-like situations),253
2010,Germany,Colombia,Asylum-seekers,20
2010,Guatemala,Colombia,Refugees (incl. refugee-like situations),3
2010,Honduras,Colombia,Refugees (incl. refugee-like situations),2
2010,Hungary,Colombia,Refugees (incl. refugee-like situations),1
2010,Hungary,Colombia,Asylum-seekers,1
2010,Iceland,Colombia,Refugees (incl. refugee-like situations),6
2010,Ireland,Colombia,Refugees (incl. refugee-like situations),1
2010,Israel,Colombia,Asylum-seekers,265
2010,Italy,Colombia,Refugees (incl. refugee-like situations),426
2010,Italy,Colombia,Asylum-seekers,19
2010,Jordan,Colombia,Asylum-seekers,2
2010,Latvia,Colombia,Asylum-seekers,1
2010,Mexico,Colombia,Refugees (incl. refugee-like situations),233
2010,Mexico,Colombia,Asylum-seekers,30
2010,Mexico,Colombia,Returned refugees,2
2010,Netherlands,Colombia,Refugees (incl. refugee-like situations),307
2010,Netherlands,Colombia,Asylum-seekers,50
2010,New Zealand,Colombia,Refugees (incl. refugee-like situations),36
2010,New Zealand,Colombia,Asylum-seekers,2
2010,Nicaragua,Colombia,Refugees (incl. refugee-like situations),6
2010,Norway,Colombia,Refugees (incl. refugee-like situations),29
2010,Norway,Colombia,Asylum-seekers,8
2010,Panama,Colombia,Refugees (incl. refugee-like situations),15432
2010,Panama,Colombia,Asylum-seekers,217
2010,Panama,Colombia,Returned refugees,3
2010,Paraguay,Colombia,Refugees (incl. refugee-like situations),31
2010,Paraguay,Colombia,Asylum-seekers,1
2010,Peru,Colombia,Refugees (incl. refugee-like situations),307
2010,Peru,Colombia,Asylum-seekers,143
2010,Portugal,Colombia,Refugees (incl. refugee-like situations),63
2010,Portugal,Colombia,Asylum-seekers,5
2010,Spain,Colombia,Refugees (incl. refugee-like situations),782
2010,Spain,Colombia,Asylum-seekers,401
2010,Sweden,Colombia,Refugees (incl. refugee-like situations),186
2010,Sweden,Colombia,Asylum-seekers,17
2010,Switzerland,Colombia,Refugees (incl. refugee-like situations),310
2010,Switzerland,Colombia,Asylum-seekers,27
2010,Syrian Arab Rep.,Colombia,Asylum-seekers,4
2010,Trinidad and Tobago,Colombia,Refugees (incl. refugee-like situations),5
2010,Trinidad and Tobago,Colombia,Asylum-seekers,1
2010,United Kingdom,Colombia,Refugees (incl. refugee-like situations),650
2010,United States of America,Colombia,Refugees (incl. refugee-like situations),25607
2010,United States of America,Colombia,Asylum-seekers,165
2010,Uruguay,Colombia,Refugees (incl. refugee-like situations),82
2010,Uruguay,Colombia,Asylum-seekers,17
2010,Venezuela (Bolivarian Republic of),Colombia,Refugees (incl. refugee-like situations),201467
2010,Venezuela (Bolivarian Republic of),Colombia,Asylum-seekers,15694
2011,Argentina,Colombia,Refugees (incl. refugee-like situations),456
2011,Argentina,Colombia,Asylum-seekers,486
2011,Aruba,Colombia,Asylum-seekers,3
2011,Australia,Colombia,Refugees (incl. refugee-like situations),133
2011,Australia,Colombia,Asylum-seekers,38
2011,Austria,Colombia,Refugees (incl. refugee-like situations),20
2011,Austria,Colombia,Asylum-seekers,6
2011,Belgium,Colombia,Refugees (incl. refugee-like situations),39
2011,Belgium,Colombia,Asylum-seekers,5
2011,Bolivia (Plurinational State of),Colombia,Refugees (incl. refugee-like situations),148
2011,Bolivia (Plurinational State of),Colombia,Asylum-seekers,17
2011,Brazil,Colombia,Refugees (incl. refugee-like situations),654
2011,Brazil,Colombia,Asylum-seekers,106
2011,Brazil,Colombia,Returned refugees,4
2011,Canada,Colombia,Refugees (incl. refugee-like situations),17243
2011,Canada,Colombia,Asylum-seekers,1882
2011,Chile,Colombia,Refugees (incl. refugee-like situations),924
2011,Chile,Colombia,Asylum-seekers,318
2011,"China, Hong Kong SAR",Colombia,Asylum-seekers,7
2011,Colombia,Colombia,Internally displaced persons,3888309
2011,Costa Rica,Colombia,Refugees (incl. refugee-like situations),10297
2011,Costa Rica,Colombia,Asylum-seekers,325
2011,Costa Rica,Colombia,Returned refugees,2
2011,Cuba,Colombia,Refugees (incl. refugee-like situations),4
2011,Cuba,Colombia,Asylum-seekers,1
2011,Cura?,Colombia,Asylum-seekers,5
2011,Denmark,Colombia,Asylum-seekers,3
2011,Ecuador,Colombia,Refugees (incl. refugee-like situations),122587
2011,Ecuador,Colombia,Asylum-seekers,20823
2011,Ecuador,Colombia,Returned refugees,18
2011,El Salvador,Colombia,Refugees (incl. refugee-like situations),3
2011,Finland,Colombia,Refugees (incl. refugee-like situations),11
2011,Finland,Colombia,Asylum-seekers,3
2011,France,Colombia,Refugees (incl. refugee-like situations),455
2011,Germany,Colombia,Refugees (incl. refugee-like situations),242
2011,Germany,Colombia,Asylum-seekers,52
2011,Guatemala,Colombia,Refugees (incl. refugee-like situations),3
2011,Guatemala,Colombia,Asylum-seekers,3
2011,Honduras,Colombia,Refugees (incl. refugee-like situations),4
2011,Hungary,Colombia,Refugees (incl. refugee-like situations),1
2011,Iceland,Colombia,Asylum-seekers,2
