Year,Country / territory of asylum/residence,Origin,Population type,Value
2012,Finland,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),5
2012,France,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),7
2012,Germany,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),30
2012,Germany,Venezuela (Bolivarian Republic of),Asylum-seekers,8
2012,Honduras,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),1
2012,Ireland,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),2
2012,Ireland,Venezuela (Bolivarian Republic of),Asylum-seekers,3
2012,Italy,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),1
2012,Italy,Venezuela (Bolivarian Republic of),Asylum-seekers,8
2012,Mexico,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),9
2012,Mexico,Venezuela (Bolivarian Republic of),Asylum-seekers,4
2012,Netherlands,Venezuela (Bolivarian Republic of),Asylum-seekers,2
2012,Norway,Venezuela (Bolivarian Republic of),Asylum-seekers,1
2012,Panama,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),18
2012,Panama,Venezuela (Bolivarian Republic of),Asylum-seekers,1
2012,Peru,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),13
2012,Peru,Venezuela (Bolivarian Republic of),Asylum-seekers,6
2012,Spain,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),44
2012,Spain,Venezuela (Bolivarian Republic of),Asylum-seekers,20
2012,Sweden,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),6
2012,Sweden,Venezuela (Bolivarian Republic of),Asylum-seekers,11
2012,Switzerland,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),3
2012,Switzerland,Venezuela (Bolivarian Republic of),Asylum-seekers,1
2012,Ukraine,Venezuela (Bolivarian Republic of),Asylum-seekers,1
2012,United Kingdom,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),17
2012,United Kingdom,Venezuela (Bolivarian Republic of),Asylum-seekers,5
2012,United States of America,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),6995
2012,United States of America,Venezuela (Bolivarian Republic of),Asylum-seekers,223
2012,Uruguay,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),2
2013,Argentina,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),1
2013,Argentina,Venezuela (Bolivarian Republic of),Asylum-seekers,4
2013,Australia,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),9
2013,Australia,Venezuela (Bolivarian Republic of),Asylum-seekers,1
2013,Belgium,Venezuela (Bolivarian Republic of),Asylum-seekers,1
2013,Bolivia (Plurinational State of),Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),1
2013,Brazil,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),14
2013,Brazil,Venezuela (Bolivarian Republic of),Asylum-seekers,9
2013,Canada,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),837
2013,Canada,Venezuela (Bolivarian Republic of),Asylum-seekers,105
2013,Chile,Venezuela (Bolivarian Republic of),Asylum-seekers,2
2013,Colombia,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),15
2013,Colombia,Venezuela (Bolivarian Republic of),Asylum-seekers,16
2013,Costa Rica,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),221
2013,Costa Rica,Venezuela (Bolivarian Republic of),Asylum-seekers,16
2013,Cura?,Venezuela (Bolivarian Republic of),Asylum-seekers,1
2013,Ecuador,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),7
2013,Ecuador,Venezuela (Bolivarian Republic of),Asylum-seekers,6
2013,Finland,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),5
2013,France,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),8
2013,France,Venezuela (Bolivarian Republic of),Asylum-seekers,13
2013,Germany,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),4
2013,Germany,Venezuela (Bolivarian Republic of),Asylum-seekers,12
2013,Greece,Venezuela (Bolivarian Republic of),Asylum-seekers,5
2013,Honduras,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),1
2013,Ireland,Venezuela (Bolivarian Republic of),Asylum-seekers,1
2013,Italy,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),4
2013,Italy,Venezuela (Bolivarian Republic of),Asylum-seekers,9
2013,Jordan,Venezuela (Bolivarian Republic of),Asylum-seekers,1
2013,Mexico,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),10
2013,Mexico,Venezuela (Bolivarian Republic of),Asylum-seekers,4
2013,Panama,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),18
2013,Panama,Venezuela (Bolivarian Republic of),Asylum-seekers,4
2013,Peru,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),14
2013,Peru,Venezuela (Bolivarian Republic of),Asylum-seekers,7
2013,Spain,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),45
2013,Spain,Venezuela (Bolivarian Republic of),Asylum-seekers,18
2013,Sweden,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),3
2013,Sweden,Venezuela (Bolivarian Republic of),Asylum-seekers,8
2013,Switzerland,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),3
2013,Switzerland,Venezuela (Bolivarian Republic of),Asylum-seekers,1
2013,Ukraine,Venezuela (Bolivarian Republic of),Asylum-seekers,1
2013,United Kingdom,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),17
2013,United Kingdom,Venezuela (Bolivarian Republic of),Asylum-seekers,8
2013,United States of America,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),7156
2013,United States of America,Venezuela (Bolivarian Republic of),Asylum-seekers,904
2013,Uruguay,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),2
2014,Argentina,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),1
2014,Argentina,Venezuela (Bolivarian Republic of),Asylum-seekers,5
2014,Australia,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),9
2014,Australia,Venezuela (Bolivarian Republic of),Asylum-seekers,11
2014,Belgium,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),3
2014,Belgium,Venezuela (Bolivarian Republic of),Asylum-seekers,9
2014,Bolivia (Plurinational State of),Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),1
2014,Brazil,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),14
2014,Brazil,Venezuela (Bolivarian Republic of),Asylum-seekers,130
2014,Canada,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),849
2014,Canada,Venezuela (Bolivarian Republic of),Asylum-seekers,92
2014,Chile,Venezuela (Bolivarian Republic of),Asylum-seekers,3
2014,"China, Hong Kong SAR",Venezuela (Bolivarian Republic of),Asylum-seekers,1
2014,Colombia,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),27
2014,Colombia,Venezuela (Bolivarian Republic of),Asylum-seekers,41
2014,Costa Rica,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),234
2014,Costa Rica,Venezuela (Bolivarian Republic of),Asylum-seekers,70
2014,Cura?,Venezuela (Bolivarian Republic of),Asylum-seekers,1
2014,Czech Rep.,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),1
2014,Czech Rep.,Venezuela (Bolivarian Republic of),Asylum-seekers,1
2014,Ecuador,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),7
2014,Finland,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),4
2014,Finland,Venezuela (Bolivarian Republic of),Asylum-seekers,2
2014,France,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),12
2014,France,Venezuela (Bolivarian Republic of),Asylum-seekers,23
2014,Germany,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),5
2014,Germany,Venezuela (Bolivarian Republic of),Asylum-seekers,17
2014,Greece,Venezuela (Bolivarian Republic of),Asylum-seekers,1
2014,Guatemala,Venezuela (Bolivarian Republic of),Asylum-seekers,1
2014,Honduras,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),1
2014,Ireland,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),1
2014,Ireland,Venezuela (Bolivarian Republic of),Asylum-seekers,20
2014,Italy,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),17
2014,Italy,Venezuela (Bolivarian Republic of),Asylum-seekers,14
2014,Lebanon,Venezuela (Bolivarian Republic of),Others of concern,2
2014,Mexico,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),10
2014,Mexico,Venezuela (Bolivarian Republic of),Asylum-seekers,45
2014,Norway,Venezuela (Bolivarian Republic of),Asylum-seekers,3
2014,Panama,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),27
2014,Panama,Venezuela (Bolivarian Republic of),Asylum-seekers,76
2014,Peru,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),17
2014,Peru,Venezuela (Bolivarian Republic of),Asylum-seekers,53
2014,Spain,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),45
2014,Spain,Venezuela (Bolivarian Republic of),Asylum-seekers,119
2014,Sweden,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),3
2014,Sweden,Venezuela (Bolivarian Republic of),Asylum-seekers,42
2014,Switzerland,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),3
2014,Ukraine,Venezuela (Bolivarian Republic of),Asylum-seekers,1
2014,United Kingdom,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),23
2014,United Kingdom,Venezuela (Bolivarian Republic of),Asylum-seekers,22
2014,United States of America,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),6693
2014,United States of America,Venezuela (Bolivarian Republic of),Asylum-seekers,4017
2014,Uruguay,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),2
2015,Argentina,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),1
2015,Argentina,Venezuela (Bolivarian Republic of),Asylum-seekers,4
2015,Australia,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),9
2015,Australia,Venezuela (Bolivarian Republic of),Asylum-seekers,27
2015,Austria,Venezuela (Bolivarian Republic of),Asylum-seekers,3
2015,Belgium,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),6
2015,Belgium,Venezuela (Bolivarian Republic of),Asylum-seekers,21
2015,Bolivia (Plurinational State of),Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),1
2015,Brazil,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),17
2015,Brazil,Venezuela (Bolivarian Republic of),Asylum-seekers,969
2015,Canada,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),729
2015,Canada,Venezuela (Bolivarian Republic of),Asylum-seekers,173
2015,Chile,Venezuela (Bolivarian Republic of),Asylum-seekers,17
2015,"China, Hong Kong SAR",Venezuela (Bolivarian Republic of),Asylum-seekers,1
2015,Colombia,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),39
2015,Colombia,Venezuela (Bolivarian Republic of),Asylum-seekers,73
2015,Costa Rica,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),141
2015,Costa Rica,Venezuela (Bolivarian Republic of),Asylum-seekers,279
2015,Cura?,Venezuela (Bolivarian Republic of),Asylum-seekers,3
2015,Czech Rep.,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),3
2015,Dominican Rep.,Venezuela (Bolivarian Republic of),Asylum-seekers,1
2015,Ecuador,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),7
2015,Finland,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),4
2015,Finland,Venezuela (Bolivarian Republic of),Asylum-seekers,1
2015,France,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),32
2015,France,Venezuela (Bolivarian Republic of),Asylum-seekers,36
2015,Germany,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),6
2015,Germany,Venezuela (Bolivarian Republic of),Asylum-seekers,38
2015,Guatemala,Venezuela (Bolivarian Republic of),Asylum-seekers,1
2015,Honduras,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),1
2015,Ireland,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),2
2015,Ireland,Venezuela (Bolivarian Republic of),Asylum-seekers,32
2015,Italy,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),33
2015,Italy,Venezuela (Bolivarian Republic of),Asylum-seekers,26
2015,Lebanon,Venezuela (Bolivarian Republic of),Asylum-seekers,1
2015,Lebanon,Venezuela (Bolivarian Republic of),Others of concern,2
2015,Malta,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),1
2015,Malta,Venezuela (Bolivarian Republic of),Asylum-seekers,8
2015,Mexico,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),37
2015,Mexico,Venezuela (Bolivarian Republic of),Asylum-seekers,4
2015,Netherlands,Venezuela (Bolivarian Republic of),Asylum-seekers,2
2015,Panama,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),28
2015,Panama,Venezuela (Bolivarian Republic of),Asylum-seekers,310
2015,Peru,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),83
2015,Peru,Venezuela (Bolivarian Republic of),Asylum-seekers,112
2015,Spain,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),43
2015,Spain,Venezuela (Bolivarian Republic of),Asylum-seekers,1740
2015,Sweden,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),5
2015,Sweden,Venezuela (Bolivarian Republic of),Asylum-seekers,45
2015,Switzerland,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),3
2015,Trinidad and Tobago,Venezuela (Bolivarian Republic of),Asylum-seekers,4
2015,Ukraine,Venezuela (Bolivarian Republic of),Asylum-seekers,1
2015,United Kingdom,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),27
2015,United Kingdom,Venezuela (Bolivarian Republic of),Asylum-seekers,11
2015,United States of America,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),6193
2015,United States of America,Venezuela (Bolivarian Republic of),Asylum-seekers,11145
2015,Uruguay,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),3
2015,Uruguay,Venezuela (Bolivarian Republic of),Asylum-seekers,4
2016,Argentina,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),1
2016,Argentina,Venezuela (Bolivarian Republic of),Asylum-seekers,58
2016,Aruba,Venezuela (Bolivarian Republic of),Asylum-seekers,3
2016,Australia,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),15
2016,Australia,Venezuela (Bolivarian Republic of),Asylum-seekers,21
2016,Austria,Venezuela (Bolivarian Republic of),Asylum-seekers,15
2016,Belgium,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),6
2016,Belgium,Venezuela (Bolivarian Republic of),Asylum-seekers,51
2016,Bolivia (Plurinational State of),Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),1
2016,Brazil,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),30
2016,Brazil,Venezuela (Bolivarian Republic of),Asylum-seekers,4302
2016,Canada,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),963
2016,Canada,Venezuela (Bolivarian Republic of),Asylum-seekers,355
2016,Chile,Venezuela (Bolivarian Republic of),Asylum-seekers,260
2016,Colombia,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),43
2016,Colombia,Venezuela (Bolivarian Republic of),Asylum-seekers,324
2016,Costa Rica,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),269
2016,Costa Rica,Venezuela (Bolivarian Republic of),Asylum-seekers,1188
2016,Cura?,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),3
2016,Cura?,Venezuela (Bolivarian Republic of),Asylum-seekers,13
2016,Czech Rep.,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),3
2016,Denmark,Venezuela (Bolivarian Republic of),Asylum-seekers,5
2016,Dominican Rep.,Venezuela (Bolivarian Republic of),Asylum-seekers,20
2016,Finland,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),4
2016,Finland,Venezuela (Bolivarian Republic of),Asylum-seekers,2
2016,France,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),48
2016,France,Venezuela (Bolivarian Republic of),Asylum-seekers,141
2016,Germany,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),16
2016,Germany,Venezuela (Bolivarian Republic of),Asylum-seekers,104
2016,Greece,Venezuela (Bolivarian Republic of),Asylum-seekers,9
2016,Guatemala,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),6
2016,Honduras,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),1
2016,Ireland,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),7
2016,Ireland,Venezuela (Bolivarian Republic of),Asylum-seekers,30
2016,Italy,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),67
2016,Italy,Venezuela (Bolivarian Republic of),Asylum-seekers,118
2016,Lebanon,Venezuela (Bolivarian Republic of),Asylum-seekers,1
2016,Lebanon,Venezuela (Bolivarian Republic of),Others of concern,1
2016,Luxembourg,Venezuela (Bolivarian Republic of),Asylum-seekers,1
2016,Malta,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),3
2016,Malta,Venezuela (Bolivarian Republic of),Asylum-seekers,7
2016,Mexico,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),278
2016,Mexico,Venezuela (Bolivarian Republic of),Asylum-seekers,116
2016,Morocco,Venezuela (Bolivarian Republic of),Asylum-seekers,1
2016,Netherlands,Venezuela (Bolivarian Republic of),Asylum-seekers,15
2016,New Zealand,Venezuela (Bolivarian Republic of),Asylum-seekers,1
2016,Norway,Venezuela (Bolivarian Republic of),Asylum-seekers,6
2016,Panama,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),30
2016,Panama,Venezuela (Bolivarian Republic of),Asylum-seekers,695
2016,Paraguay,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),5
2016,Paraguay,Venezuela (Bolivarian Republic of),Asylum-seekers,1
2016,Peru,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),147
2016,Peru,Venezuela (Bolivarian Republic of),Asylum-seekers,3553
2016,Portugal,Venezuela (Bolivarian Republic of),Asylum-seekers,5
2016,Rep. of Korea,Venezuela (Bolivarian Republic of),Asylum-seekers,2
2016,South Africa,Venezuela (Bolivarian Republic of),Asylum-seekers,1
2016,Spain,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),29
2016,Spain,Venezuela (Bolivarian Republic of),Asylum-seekers,4435
2016,Sweden,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),6
2016,Sweden,Venezuela (Bolivarian Republic of),Asylum-seekers,58
2016,Switzerland,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),3
2016,Switzerland,Venezuela (Bolivarian Republic of),Asylum-seekers,3
2016,Trinidad and Tobago,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),1
2016,Trinidad and Tobago,Venezuela (Bolivarian Republic of),Asylum-seekers,34
2016,Ukraine,Venezuela (Bolivarian Republic of),Asylum-seekers,1
2016,United Kingdom,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),29
2016,United Kingdom,Venezuela (Bolivarian Republic of),Asylum-seekers,26
2016,United States of America,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),5519
2016,United States of America,Venezuela (Bolivarian Republic of),Asylum-seekers,29105
2016,Uruguay,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),4
2016,Uruguay,Venezuela (Bolivarian Republic of),Asylum-seekers,2
2017,Albania,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),4
2017,Argentina,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),*
2017,Argentina,Venezuela (Bolivarian Republic of),Asylum-seekers,182
2017,Argentina,Venezuela (Bolivarian Republic of),Others of concern,56621
2017,Aruba,Venezuela (Bolivarian Republic of),Asylum-seekers,17
2017,Australia,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),26
2017,Australia,Venezuela (Bolivarian Republic of),Asylum-seekers,80
2017,Austria,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),*
2017,Austria,Venezuela (Bolivarian Republic of),Asylum-seekers,23
2017,Belgium,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),6
2017,Belgium,Venezuela (Bolivarian Republic of),Asylum-seekers,220
2017,Bolivia (Plurinational State of),Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),*
2017,Brazil,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),30
2017,Brazil,Venezuela (Bolivarian Republic of),Asylum-seekers,22315
2017,Brazil,Venezuela (Bolivarian Republic of),Others of concern,8470
2017,Canada,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),1345
2017,Canada,Venezuela (Bolivarian Republic of),Asylum-seekers,1059
2017,Chile,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),*
2017,Chile,Venezuela (Bolivarian Republic of),Asylum-seekers,1586
2017,Chile,Venezuela (Bolivarian Republic of),Others of concern,84479
2017,Colombia,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),61
2017,Colombia,Venezuela (Bolivarian Republic of),Asylum-seekers,469
2017,Colombia,Venezuela (Bolivarian Republic of),Others of concern,68734
2017,Costa Rica,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),338
2017,Costa Rica,Venezuela (Bolivarian Republic of),Asylum-seekers,3438
2017,Cura?,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),23
2017,Cura?,Venezuela (Bolivarian Republic of),Asylum-seekers,655
2017,Cyprus,Venezuela (Bolivarian Republic of),Asylum-seekers,*
2017,Czech Rep.,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),*
2017,Denmark,Venezuela (Bolivarian Republic of),Asylum-seekers,12
2017,Dominican Rep.,Venezuela (Bolivarian Republic of),Asylum-seekers,50
2017,Ecuador,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),5
2017,Ecuador,Venezuela (Bolivarian Republic of),Asylum-seekers,862
2017,Ecuador,Venezuela (Bolivarian Republic of),Others of concern,41000
2017,Estonia,Venezuela (Bolivarian Republic of),Asylum-seekers,6
2017,Finland,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),4
2017,Finland,Venezuela (Bolivarian Republic of),Asylum-seekers,11
2017,France,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),123
2017,France,Venezuela (Bolivarian Republic of),Asylum-seekers,189
2017,Germany,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),80
2017,Germany,Venezuela (Bolivarian Republic of),Asylum-seekers,207
2017,Greece,Venezuela (Bolivarian Republic of),Asylum-seekers,25
2017,Guatemala,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),10
2017,Guatemala,Venezuela (Bolivarian Republic of),Asylum-seekers,8
2017,Honduras,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),4
2017,Honduras,Venezuela (Bolivarian Republic of),Asylum-seekers,*
2017,Iceland,Venezuela (Bolivarian Republic of),Asylum-seekers,*
2017,Ireland,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),11
2017,Ireland,Venezuela (Bolivarian Republic of),Asylum-seekers,42
2017,Israel,Venezuela (Bolivarian Republic of),Asylum-seekers,*
2017,Italy,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),177
2017,Italy,Venezuela (Bolivarian Republic of),Asylum-seekers,915
2017,Latvia,Venezuela (Bolivarian Republic of),Asylum-seekers,*
2017,Lebanon,Venezuela (Bolivarian Republic of),Asylum-seekers,*
2017,Malta,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),4
2017,Malta,Venezuela (Bolivarian Republic of),Asylum-seekers,33
2017,Mexico,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),1185
2017,Mexico,Venezuela (Bolivarian Republic of),Asylum-seekers,3183
2017,Netherlands,Venezuela (Bolivarian Republic of),Asylum-seekers,46
2017,New Zealand,Venezuela (Bolivarian Republic of),Asylum-seekers,*
2017,Norway,Venezuela (Bolivarian Republic of),Asylum-seekers,7
2017,Panama,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),33
2017,Panama,Venezuela (Bolivarian Republic of),Asylum-seekers,3687
2017,Panama,Venezuela (Bolivarian Republic of),Others of concern,48900
2017,Paraguay,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),5
2017,Paraguay,Venezuela (Bolivarian Republic of),Asylum-seekers,13
2017,Peru,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),249
2017,Peru,Venezuela (Bolivarian Republic of),Asylum-seekers,36062
2017,Peru,Venezuela (Bolivarian Republic of),Others of concern,31224
2017,Poland,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),*
2017,Rep. of Korea,Venezuela (Bolivarian Republic of),Asylum-seekers,4
2017,Romania,Venezuela (Bolivarian Republic of),Asylum-seekers,*
2017,Russian Federation,Venezuela (Bolivarian Republic of),Asylum-seekers,*
2017,Spain,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),44
2017,Spain,Venezuela (Bolivarian Republic of),Asylum-seekers,12465
2017,Suriname,Venezuela (Bolivarian Republic of),Asylum-seekers,*
2017,Sweden,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),6
2017,Sweden,Venezuela (Bolivarian Republic of),Asylum-seekers,92
2017,Switzerland,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),5
2017,Switzerland,Venezuela (Bolivarian Republic of),Asylum-seekers,19
2017,Trinidad and Tobago,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),47
2017,Trinidad and Tobago,Venezuela (Bolivarian Republic of),Asylum-seekers,1109
2017,United Kingdom,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),31
2017,United Kingdom,Venezuela (Bolivarian Republic of),Asylum-seekers,23
2017,United States of America,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),5402
2017,United States of America,Venezuela (Bolivarian Republic of),Asylum-seekers,58811
2017,Uruguay,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),5
2017,Uruguay,Venezuela (Bolivarian Republic of),Asylum-seekers,33
2017,Uruguay,Venezuela (Bolivarian Republic of),Others of concern,6157
2018,Aruba,Venezuela (Bolivarian Republic of),Asylum-seekers,398
2018,Aruba,Venezuela (Bolivarian Republic of),Others of concern,15602
2018,Albania,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),*
2018,Argentina,Venezuela (Bolivarian Republic of),Asylum-seekers,1014
2018,Argentina,Venezuela (Bolivarian Republic of),Others of concern,127152
2018,Argentina,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),16
2018,Australia,Venezuela (Bolivarian Republic of),Asylum-seekers,153
2018,Australia,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),28
2018,Austria,Venezuela (Bolivarian Republic of),Asylum-seekers,25
