Country Name,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Colombia,"Share of tariff lines with specific rates, primary products (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105652,0,0.010015,0.010015,0,0,,,
Colombia,"Tariff rate, most favored nation, simple mean, primary products (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.97,12.13,,12.37,12.71,12.52,12.52,12.64,12.64,12.64,12.64,12.69,12.68,13.47,13.54,13.67,13.66,13.85,13.77,13.96,11.69,10.36,10.7,10.56,10.53,9.88,,,
Colombia,"Tariff rate, applied, simple mean, primary products (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.12,11.79,,12.22,12.35,12.84,12.91,13.29,13.21,13.11,13.01,12.94,12.83,11.37,11.55,10,9.8,9.85,9.71,10.8,7.46,6.93,7.41,6.7,9.43,8.96,,,
Colombia,"Share of tariff lines with international peaks, primary products (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.032128,20.82973,,24.47803,26.08333,28.83699,28.53427,31.56095,30.66911,30.41592,29.60623,30.64899,30.73952,26.19735,27.04128,22.97228,35.57013,36.18102,35.97963,24.53062,23.72953,3.731268,26.22934,25.40811,5.237727,3.344934,,,
Colombia,"Bound rate, simple mean, primary products (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.53,67.03,67.03,67.03,67.03,67.03,67.03,66.53,66.53,66.53,66.53,66.53,66.53,65.94,65.94,65.94,65.94,65.94,65.43,65.43,65.43,65.43,,,
Colombia,"Binding coverage, primary products (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,
Colombia,"Tariff rate, most favored nation, weighted mean, all products (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.45,10.55,,11.64,12.21,11.19,11.31,11.18,10.69,10.98,10.83,11.28,11.06,11.39,11.42,12.01,12.27,11.62,11.13,11.82,8.99,7.65,7.18,7,6.54,6.98,9.83,,
Colombia,"Tariff rate, applied, weighted mean, all products (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.45,10.55,,11.64,11.91,11.19,11.31,11.18,10.68,10.96,10.83,11.28,11.06,9.77,9.62,8.75,8.82,8.72,8.23,9.02,5.51,4.43,4.51,4.21,6.54,6.98,4.4,,
Colombia,"Share of tariff lines with specific rates, all products (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0.0591079,0,0,0.0104138,0.0182941,0,0,0.0386354,0,0.0009565,0,0.0009173,0.0009174,6.066706,5.971729,0,,
Colombia,"Tariff rate, most favored nation, simple mean, all products (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.08,12.31,,12.36,13.67,12.14,12.14,12.2,12.23,12.23,12.23,12.27,12.26,12.45,12.45,12.48,12.48,12.49,12.46,12.5,8.35,6.46,6.76,6.35,5.69,5.55,8.81,,
Colombia,"Tariff rate, applied, simple mean, all products (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.98,12.02,,12.48,13.81,12.24,12.36,12.39,12.46,12.76,12.79,12.8,12.75,11.74,11.91,11.23,10.8,10.78,10.69,11.25,6.79,5.52,5.66,5.15,5,5.04,4.39,,
Colombia,"Share of tariff lines with international peaks, all products (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.677129,16.46958,,19.54801,22.40898,19.73834,20.56377,20.58937,20.74054,22.5627,22.48724,23.17685,22.75112,20.72866,21.53221,19.16419,40.98051,41.37587,41.20208,19.95921,17.27228,0.7947721,17.87185,17.66989,1.003731,0.8215226,9.245665,,
Colombia,"Bound rate, simple mean, all products (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.91,41.86,41.86,41.86,41.86,41.86,41.86,41.82,41.82,41.82,41.82,41.82,41.82,42.06,42.06,42.06,42.06,42.06,42.77,42.77,42.77,42.77,,,
Colombia,"Binding coverage, all products (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,99.96,99.96,99.96,99.96,99.96,99.96,99.98,99.98,99.98,99.98,99.98,100,100,100,100,0,,
Colombia,"Tariff rate, most favored nation, weighted mean, manufactured products (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.22,10.46,,11.53,12.22,10.87,11.05,10.74,10.03,10.56,10.32,10.87,10.63,10.98,11.17,11.71,11.99,11.32,10.59,11.54,8.7,7.43,7.04,6.78,5.95,6.35,,,
Colombia,"Tariff rate, applied, weighted mean, manufactured products (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.22,10.46,,11.53,11.98,10.87,11.05,10.74,10.02,10.54,10.32,10.87,10.63,9.62,9.59,8.88,8.89,8.75,8.32,9.12,5.55,4.58,4.58,4.32,5.95,6.35,,,
Colombia,"Share of tariff lines with specific rates, manufactured products (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0.065369,0,0,0.0114664,0.0201167,0,0,0.0426076,0,0,0,0,0,6.72508,6.635165,,,
Colombia,"Tariff rate, most favored nation, simple mean, manufactured products (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.57,12.35,,12.35,13.95,12.02,12.02,12.06,12.1,12.11,12.11,12.14,12.13,12.14,12.12,12.13,12.12,12.08,12.06,12.06,7.34,5.27,5.37,4.87,3.85,3.9,,,
Colombia,"Tariff rate, applied, simple mean, manufactured products (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.86,12.04,,12.51,13.96,12.17,12.3,12.28,12.38,12.73,12.77,12.79,12.74,11.76,11.94,11.33,10.88,10.86,10.77,11.28,6.72,5.39,5.49,4.99,4.51,4.6,,,
Colombia,"Share of tariff lines with international peaks, manufactured products (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.054908,15.98208,,18.95681,21.93877,18.64142,19.57094,19.27937,19.58878,21.74633,21.75531,22.35183,21.91409,20.15037,20.94407,18.76006,41.47353,41.77643,41.64028,19.47391,16.46287,0.4976864,16.86049,16.72037,0.5578644,0.5526702,,,
Colombia,"Bound rate, simple mean, manufactured products (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.66,34.57,34.57,34.57,34.57,34.57,34.57,34.53,34.53,34.53,34.53,34.53,34.53,34.87,34.87,34.87,34.87,34.87,34.86,34.86,34.86,34.86,,,
Colombia,Nondiscrimination clause mentions gender in the constitution (1=yes; 0=no),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,
Colombia,Mothers are guaranteed an equivalent position after maternity leave (1=yes; 0=no),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,
Colombia,Legislation exists on domestic violence (1=yes; 0=no),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,
Colombia,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,0,,0,,0,,
Colombia,Law mandates paid or unpaid maternity leave (1=yes; 0=no),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,
Colombia,Law mandates equal remuneration for females and males for work of equal value (1=yes; 0=no),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,
Colombia,Law prohibits or invalidates child or early marriage (1=yes; 0=no),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,
Colombia,Nonpregnant and nonnursing women can do the same jobs as men (1=yes; 0=no),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,,
Colombia,Proportion of seats held by women in national parliaments (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,11.7,,11.8,11.8,11.8,12,12,12,12.1,8.4,8.4,8.4,8.4,12.7,12.1,12.1,12.1,19.9,19.9,19.9,18.7,18.1,18.71
Colombia,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.3,,,,,62.6,,,,,63,,,,,72.1,,,,
Colombia,"Government expenditure on education, total (% of GDP)",,,,,,,,,,,,,,,,,,,,1.754340053,1.729120016,2.597239971,,,3.004290104,2.715270042,,,,2.705250025,,,,,,,,,3.926440001,4.44080019,3.51121,3.70868,4.26813,4.32514,4.07935,4.03313,3.92714,4.09244,3.94654,4.77454,4.84159,4.47262,4.37448,4.88174,4.62946,4.47039,4.47672,4.49839,,
Colombia,"Government expenditure on education, total (% of government expenditure)",,,,,,,,,,,,,,,,,,,,,,,,,18.09229088,16.40752029,,,,17.22545052,,,,,,,,,12.47535992,13.15192986,13.28683,13.46772,15.29956,15.53726,15.43978,15.53561,13.76883,14.48145,14.67729,16.08117,16.41858,15.52914,15.51283,16.91362,15.77153,15.05302,16.21151,16.19191,16.30222,
Colombia,Expenditure on tertiary education (% of government expenditure on education),,,,,,,,,,,,,,,,,,,,23.35615921,25.52646065,22.79936028,,,20.62348938,22.49011993,,,,18.79158974,,,,,,,,,19.59094048,19.07028008,19.87775,19.87471,,,13.3083,13.81403,,,22.04587,19.59373,22.10541,20.60527,21.97269,17.72644,20.75521,21.38159,22.97659,22.49238,23.31461,
Colombia,"Government expenditure per student, tertiary (% of GDP per capita)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.30152893,38.41004944,30.18991,30.91605,,,20.84769,19.70918,,,26.26878,27.05429,29.34987,23.12461,23.00929,19.42356,20.6791,20.09938,20.90046,20.29352,,
Colombia,Expenditure on secondary education (% of government expenditure on education),,,,,,,,,,,,,,,,,,,,28.10676003,28.01317978,26.84999084,,,30.01475906,31.22956085,,,,28.59865952,,,,,,,,,32.98939133,33.26020813,33.0706,33.02764,,,35.69687,36.12769,,25.95244,40.22582,35.01429,34.82016,36.25839,35.70239,35.11481,37.49596,35.40608,34.68962,37.24471,38.05749,
Colombia,"Government expenditure per student, secondary (% of GDP per capita)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.31809044,16.38530922,13.14589,,,,15.35972,14.677,,10.06177,14.93706,15.20924,15.23919,14.66789,14.93215,16.52863,17.18327,15.92333,15.79061,17.1803,,
Colombia,Expenditure on primary education (% of government expenditure on education),,,,,,,,,,,,,,,,,,,,44.78971863,45.03205109,45.55978012,,,40.69115829,39.7457695,,,,34.6609993,,,,,,,,,44.9381218,45.16186905,44.55692,44.57196,,,48.3245,47.43698,,36.62786,37.30254,38.40722,35.92155,35.57678,34.96379,34.4199,35.60003,36.72368,35.98056,35.00704,32.70964,
Colombia,"Government expenditure per student, primary (% of GDP per capita)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.47809982,15.46986961,12.10712,13.20403,,,16.01496,15.63038,,12.56807,12.50628,15.71593,15.70502,14.99549,15.11969,16.89509,17.33911,17.67644,17.61786,17.75539,,
Colombia,"Current education expenditure, total (% of total expenditure in public institutions)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.83647,,94.34585,,,100,100,,77.73353,79.10758,77.71545,72.64651,74.05143,74.78051,77.50062,76.15224,87.36008,
Colombia,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.19039,,,,100,,49.75923,53.57852,52.10378,54.93129,47.05832,45.59368,50.72123,49.29814,57.32501,
Colombia,"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.09057,,,100,100,100,98.59153,99.10108,98.15205,91.48617,94.10522,93.69441,95.9206,95.00553,95.55423,
Colombia,"Current education expenditure, primary (% of total expenditure in primary public institutions)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.12217,,,100,100,100,98.59153,99.10109,98.15205,91.48617,94.10522,93.69441,95.9206,95.01003,95.41019,
Colombia,"Tertiary education, academic staff (% female)",,,,,,,,,,,,,,,,13.87036991,,17.90464973,18.86433029,18.55594063,19.86124992,20.47985077,21.40183067,,22.73273087,24.27648926,23.60729027,23.32784081,24.07168007,25.26050949,26.62789917,25.98405075,26.92873001,,27.78746986,,,29.71886063,,33.67802048,31.75303,33.95875,33.04216,,33.20159,34.32579,35.26895,35.26835,,65.64785,,,,35.93442,36.4608,36.7926,37.04506,,38.27593,
Colombia,"School enrollment, tertiary, male (% gross)",,,,,,,,,,,6.247059822,,,,8.161330223,9.117400169,,10.53036022,10.62862968,10.64258957,9.840459824,11.25623989,11.33627033,,11.94670963,12.0873003,12.80580997,13.18039989,14.1433897,13.81702042,,15.13858032,,,,16.58256912,17.35318947,20.07677078,23.88034058,22.31348038,23.65994,24.32348,24.53381,,27.11903,29.50936,31.31875,32.2619,36.18753,36.5479,37.54723,40.98465,42.54465,45.42249,47.74614,49.2762,51.3698,52.19238,51.09034,
Colombia,"School enrollment, tertiary, female (% gross)",,,,,,,,,,,2.266129971,,,,4.351930141,5.133460045,,6.580890179,7.042719841,7.410160065,7.874360085,9.004929543,9.610580444,,10.98805046,11.42547989,12.1639204,12.76282978,13.21467018,14.64624023,,15.54813957,,,,16.7553196,18.46023941,22.12739944,23.46496964,24.2809906,25.32753,26.38031,26.33903,,29.17589,31.90497,34.11875,35.28257,35.96286,38.52225,41.34383,45.1512,48.16623,52.15952,55.21668,57.43417,59.74896,60.83253,59.72434,
Colombia,"School enrollment, tertiary (% gross)",,,,,,,,,,,4.247049809,4.721310139,5.323170185,5.720880032,6.246660233,7.110620022,7.528150082,8.5353899,8.819970131,9.016619682,8.854680061,10.13027954,10.47474003,10.92078018,11.46858025,11.7568903,12.48497963,12.97144032,13.67794991,14.23342991,14.65400982,15.34537029,15.98505974,16.15122986,16.70019913,16.66974068,17.91041946,21.10671043,23.67215919,23.29743004,24.492,25.34747,25.43061,,28.13663,30.69216,32.69948,33.74994,36.07695,37.51899,39.41332,43.03231,45.3073,48.73311,51.41638,53.28214,55.48425,56.43403,55.32749,
Colombia,"Pupil-teacher ratio, tertiary",,,,,,,,,,,8.310830116,7.647890091,8.416919708,8.726099968,8.417619705,8.324970245,9.922410011,9.514300346,9.662610054,9.843279839,8.72399044,9.134799957,8.731100082,9.060370445,9.092760086,9.056610107,9.650270462,9.817770004,9.540200233,9.179059982,9.294460297,9.427829742,9.837909698,9.81196022,9.486929893,,9.681509972,9.710439682,,10.1889801,10.89401,11.01901,11.8757,,12.70874,13.0624,15.04596,15.53906,,14.21373,,,,18.05688,15.52306,15.36408,15.66259,,14.8453,
Colombia,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.37377,15.88417,11.36319,14.54454,15.32481,14.72205,15.67974,16.21407,17.07997,18.59458,19.70505,19.51997,20.13631,,21.25133,
Colombia,"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2374,16.61863,11.88927,14.39234,15.15435,14.25963,15.1591,15.49505,16.16967,17.41973,18.38892,18.18525,18.66848,,19.65,
Colombia,"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.58372,15.21265,10.88249,14.68397,15.48067,15.14544,16.15649,16.87239,17.91467,19.67238,20.91326,20.74789,21.48782,,22.73015,
Colombia,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.50263,2.36797,2.33877,2.57199,2.76581,2.80362,3.10043,3.27502,3.1641,3.3168,,3.5741,
Colombia,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.70813,2.53508,2.49224,2.66357,2.82763,2.92202,3.00947,3.28608,3.09291,3.29106,,3.45073,
Colombia,"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31437,2.21519,2.19826,2.48813,2.7092,2.69506,3.18388,3.26488,3.22959,3.3405,,3.68804,
Colombia,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.68568,9.9589,9.19365,9.47193,9.52341,9.46428,10.07541,10.51145,10.30488,10.90172,,11.7553,
Colombia,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.95215,10.14967,9.22038,9.57276,9.48087,9.37446,9.87509,10.27616,10.02319,10.47568,,11.1265,
Colombia,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.44157,9.78447,9.16917,9.3796,9.56236,9.54663,10.25917,10.72745,10.56403,11.29399,,12.33599,
Colombia,Adolescents out of school (% of lower secondary school age),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.38162,9.26876,7.58938,6.66185,4.41979,4.6203,2.56776,4.44763,4.3077,5.9493,7.97015,8.37236,7.50454,5.91927,
Colombia,"Adolescents out of school, male (% of male lower secondary school age)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8313,11.26124,9.38053,8.02715,5.32906,5.19451,2.89588,4.92889,4.78234,6.48843,8.52267,8.89545,7.97018,6.44211,
Colombia,"Adolescents out of school, female (% of female lower secondary school age)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8707,7.1926,5.72301,5.23922,3.47244,4.02209,2.22594,3.94616,3.81291,5.38692,7.3933,7.82625,7.01828,5.37315,
Colombia,"Secondary education, teachers (% female)",,,,,,,,,,,,38.70389175,40.58078003,,,41.49977112,,42.09952164,41.49940109,42.09949875,41.99917984,42.79980087,42.79978943,43.88595963,,,,,,,,,,,,,48.08792877,,,49.46765137,49.83918,50.5867,50.38159,,51.58269,51.58288,51.59331,50.10505,,49.98852,50.12345,50.66487,51.50942,51.49199,51.52875,51.45133,51.27741,51.07637,,
Colombia,"Secondary education, teachers, female",,,,,,,,,,,,17690,19243,,,29237,,33571,33246,34999,35756,37428,38593,39500,,,,,,,,,,,,,81661,,,99102,92663,89628,89649,,84771,84696,85017,93004,,93616,93793,101617,99458,99154,99906,93148,93691,93956,,
Colombia,"Secondary education, teachers",,,,,,,,,,,43695,45706,47419,62000,66334,70451,75468,79742,80112,83134,85135,87449,90171,90006,93121,95981,107084,109933,112386,114839,,119742,130514,134161,140181,143731,169816,,,200337,185924,177177,177940,,164340,164194,164783,185618,,187275,187124,200567,193087,192562,193884,181041,182714,183952,,
Colombia,Trained teachers in secondary education (% of total teachers),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.447,,96.43732,96.44995,97.19047,97.44312,98.25147,99.06697,97.52708,98.14519,98.34087,,
Colombia,Trained teachers in upper secondary education (% of total teachers),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.63868,,96.62847,96.64225,97.45796,97.63869,97.96827,99.24508,98.1238,98.49363,98.6958,,
Colombia,"Trained teachers in upper secondary education, male (% of male teachers)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.00307,,95.99825,96.00728,97.32052,97.34859,98.26445,99.08886,97.68156,98.04327,98.29528,,
Colombia,"Trained teachers in upper secondary education, female (% of female teachers)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.34374,,97.33038,97.34617,97.62618,97.98462,97.62036,99.42741,98.63843,99.01891,99.16245,,
Colombia,"Trained teachers in secondary education, male (% of male teachers)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.45857,,95.45586,95.46132,96.79939,96.81189,97.96912,98.78908,96.89964,97.55681,97.81546,,
Colombia,Trained teachers in lower secondary education (% of total teachers),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.34536,,96.33589,96.348,97.07384,97.35646,98.37752,98.98533,97.28993,98.00616,98.19228,,
Colombia,"Trained teachers in lower secondary education, male (% of male teachers)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.14527,,95.14374,95.14719,96.53249,96.52993,97.81496,98.62823,96.53998,97.33294,97.58485,,
Colombia,"Trained teachers in lower secondary education, female (% of female teachers)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.474,,97.46264,97.47641,97.55102,98.05706,98.85783,99.28957,97.94094,98.59555,98.72828,,
Colombia,"Trained teachers in secondary education, female (% of female teachers)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.43129,,97.41924,97.43371,97.57127,98.03736,98.51746,99.32837,98.11912,98.70425,98.84414,,
Colombia,Progression to secondary school (%),,,,,,,,,,,,,,,,,,,,,,,94.48954773,54.55960083,56.57764053,64.91477203,61.59085846,62.7755394,63.40623093,,,,,,,,,,96.30825806,,92.33528,100,,,99.61797,99.54083,99.79537,99.58443,99.65519,98.26013,98.59564,99.40911,96.66362,98.4025,98.29638,,,,,
Colombia,"Progression to secondary school, male (%)",,,,,,,,,,,,,,,,,,,,,,,,55.02280045,56.42126846,65.22933197,58.32028961,62.87442017,63.50637054,,,,,,,,,,96.7567215,,92.52001,,,,100,99.08193,99.59176,100,100,99.21063,100,100,98.45451,,,,,,,
Colombia,"Progression to secondary school, female (%)",,,,,,,,,,,,,,,,,,,,,,,,54.12760162,56.72695923,64.6204834,65.05574036,62.68193054,63.311409,,,,,,,,,,95.86569214,,92.15308,,,,99.23733,100,100,99.16939,99.30585,97.30352,97.17553,98.78909,94.7738,,,,,,,
Colombia,"School enrollment, secondary, private (% of total secondary)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.35160065,32.35927963,30.08197,,24.07097,,22.3516,23.76285,23.70115,24.06951,23.99306,22.18949,21.04412,20.43928,20.21394,20.93782,20.27972,21.185,20.74803,20.60718,20.44072,
Colombia,"School enrollment, secondary, male (% net)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.37654,64.0798,66.75963,68.15368,71.107,72.45884,74.45407,72.67917,73.36464,72.71928,72.78667,73.47255,73.92565,74.88658,
Colombia,"School enrollment, secondary, female (% net)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.05516,71.53961,74.20973,74.76274,77.28964,78.27416,80.18614,78.77746,79.381,78.5674,78.53982,79.04928,79.31285,80.16872,
Colombia,"School enrollment, secondary (% net)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.648,67.7345,70.40955,71.39134,74.13559,75.30739,77.26227,75.66677,76.31163,75.58286,75.60237,76.20192,76.5618,77.47078,
Colombia,"School enrollment, secondary, male (% gross)",,,,,,,,,,,24.50040054,26.32024956,27.63186073,33.56465149,35.62754059,36.64749908,37.53229904,39.97838974,39.81526184,40.86322021,41.61515045,42.41175842,43.6410408,41.37218094,46.09682083,47.31951904,52.01990128,52.91519165,53.32178879,53.41482925,,49.47140121,54.81454086,57.70154953,,60.17427063,67.32945251,,70.05722809,70.39820862,69.60877,,70.91665,,74.99736,78.66983,81.62587,84.49651,86.42665,90.63373,93.01108,94.92404,91.36877,92.39229,91.38949,91.4541,92.05164,93.11688,95.03002,
Colombia,"School enrollment, secondary, female (% gross)",,,,,,,,,,,23.35596085,25.27494049,26.81217003,32.8850708,35.2867012,36.38489151,37.68978119,40.32386017,40.50204086,41.75170898,42.78298187,43.79735184,44.9748497,47.37245941,46.38568115,47.50350189,52.3250885,53.0075798,53.43840027,53.63566971,,57.90262985,64.57939148,66.21939087,,69.04110718,70.40016937,,77.80242157,77.97006989,76.69193,,78.499,,83.38509,87.22846,91.13823,94.11922,95.32379,100.09716,102.2694,103.5529,99.60599,100.0442,98.73783,98.12564,98.1057,98.4575,100.0915,
Colombia,"School enrollment, secondary (% gross)",,,,,,,,,,,23.92880058,25.79771042,27.22159004,33.22417068,35.45674133,36.5160408,37.61072159,40.15008926,40.15605164,41.30355835,42.19347,43.09840012,44.30271149,44.35263824,46.24050903,47.41115189,52.17200089,52.96125031,53.37992096,53.52479935,,53.65937042,59.65871811,61.92026901,63.39955902,64.54894257,68.84364319,,73.86979675,74.12106323,73.0866,,74.63544,,79.10735,82.8622,86.28616,89.21082,90.78519,95.26943,97.54612,99.15143,95.40426,96.1404,94.98767,94.71927,95.01463,95.73023,97.50623,
Colombia,"Secondary education, vocational pupils (% female)",,,,,,,,,,,65.68702698,65.28376007,70.34445953,,,50.4694519,,48.85689163,51.1122818,49.47547913,49.92383957,51.4016304,51.40066147,61.63114166,49.90005875,50.21952057,50.38248062,49.90325165,50.06441116,49.81433868,,60.90068054,,,,,55.5221405,,,,,,54.87825,,55.24889,54.33307,54.06767,54.58633,53.60311,54.24789,54.28057,54.47837,54.32539,53.76103,53.67762,53.57311,53.58631,53.46824,53.25101,
Colombia,"Secondary education, vocational pupils",,,,,,,,,,,211576,228095,241159,251602,281033,339330,383313,428963,403989,413809,420188,429893,441936,392180,456789,465323,518851,529703,539471,553708,,596348,674853,711230,,,914664,,,,,,285922,,317648,282894,253843,276201,309191,374127,385626,288364,318538,348734,347752,354831,356871,358914,362733,
